State,Date,Handle,DAU,AvgBetNum,Treatment,Month,FootballSeason,Population,Median_Income,Unemployment_Rate,Regulatory_Strictness,Population_Conservativeness,Sports_Popularity_Index,Home_Team_Historical_Winrate
NJ,2022-01-01,17028.64575425055,1208,5,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-02,16301.369501655914,1157,3,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-03,17796.896248836034,1263,4,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-04,16107.294599225057,1143,4,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-05,16112.289699835703,1143,3,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-06,16694.033535877323,1185,1,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-07,15071.90016866571,1069,2,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-08,15659.175221058278,1111,3,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-09,15745.612113758436,1117,2,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-10,17703.237245981505,1256,3,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-11,16550.173562066724,1174,2,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-12,16045.515889247972,1139,3,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-13,15545.229316946787,1103,3,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-14,15999.12024043316,1135,3,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-15,15998.239499197325,1135,5,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-16,16483.349940031116,1170,2,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-17,17172.854014912115,1219,2,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-18,16666.736260588783,1183,1,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-19,15399.094420465795,1093,3,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-20,17103.51259054737,1214,3,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-21,16399.103503877293,1164,3,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-22,15275.1087507535,1084,2,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-23,16114.581543579889,1143,4,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-24,16777.871700917283,1191,1,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-25,16761.76127685342,1189,3,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-26,15936.207558117781,1131,4,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-27,17344.771549878245,1231,4,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-28,15802.358533702807,1121,3,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-29,16767.682351991094,1190,4,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-30,16099.294897866474,1142,3,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-01-31,15582.060342175206,1106,2,0,1,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-02-01,17164.591030456515,1218,4,0,2,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-02-02,16435.092945523204,1166,4,0,2,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-02-03,16792.73136107743,1192,2,0,2,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-02-04,16792.533081296217,1192,5,0,2,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-02-05,16464.934829334736,1168,5,0,2,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-02-06,14333.91457813316,1017,4,0,2,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-02-07,16566.271238681195,1176,3,0,2,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-02-08,16570.158747379133,1176,1,0,2,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-02-09,16313.312732478991,1158,3,0,2,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
NJ,2022-02-10,17713.336219710036,1257,2,0,2,1,11363131.054022549,45336.65342092828,6.4582170098665905,2,0.43219643606254954,0.5516083244394998,0.5755105506155985
